experiment,study_title,type,authors,journal
pre-sleep-silent-meditation,Assessment of an App-Based Sleep Program to Improve Sleep Outcomes in a Clinical Insomnia Population: Randomized Controlled Trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Bedtime App–Guided Mindfulness Meditation in Patients With Insomnia: Mixed Methods Feasibility and Acceptability Pilot Study,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,"Behavioral and psychological treatments for chronic insomnia disorder in adults: an American Academy of Sleep Medicine systematic review, meta-analysis, and GRADE assessment",MA,Health Commons,Review
pre-sleep-silent-meditation,Beyond serenity: Adverse effects of meditation and mindfulness in clinical practice,REV,Health Commons,Review
pre-sleep-silent-meditation,Can mindfulness be too much of a good thing? The value of a middle way,REV,Health Commons,Review
pre-sleep-silent-meditation,Clinical guideline for the evaluation and management of chronic insomnia in adults,GUIDE,Health Commons,Guideline
pre-sleep-silent-meditation,Clinical Practice Guideline for the Pharmacologic Treatment of Chronic Insomnia in Adults: An American Academy of Sleep Medicine Clinical Practice Guideline,GUIDE,Health Commons,Guideline
pre-sleep-silent-meditation,Cognitive Behavioral Therapy for Chronic Insomnia: A Systematic Review and Meta-analysis,MA,Health Commons,Review
pre-sleep-silent-meditation,Cognitive-behavioral treatment for insomnia and mindfulness-based stress reduction in nurses with insomnia: a non-inferiority internet delivered randomized controlled trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Combining mindfulness meditation with cognitive-behavior therapy for insomnia: a treatment-development study,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Comparing the Effects of Mindfulness-Based Cognitive Therapy and Sleep Psycho-Education with Exercise on Chronic Insomnia: A Randomised Controlled Trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Defining and Measuring Meditation-Related Adverse Effects in Mindfulness-Based Programs,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,"Delivering Mindfulness-Based Interventions for Insomnia, Pain, and Dysfunctional Eating Through a Text Messaging App: Three Randomized Controlled Trials Investigating the Effectiveness and Mediating Mechanisms",SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Dissociable changes in sleep architecture with mindfulness and sleep hygiene intervention in older adults: secondary and exploratory analysis of polysomnography data from the Mindfulness Sleep Therapy (MIST) trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Do mindfulness interventions cause harm? Findings from the Learning to Apply Mindfulness to Pain (LAMP) Pragmatic Clinical Trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Doing no harm in mindfulness-based programs: Conceptual issues and empirical findings,REV,Health Commons,Review
pre-sleep-silent-meditation,Effect of Brief Mindfulness Induction on University Athletes' Sleep Quality Following Night Training,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Effect of Virtual Reality Meditation on Sleep Quality of Intensive Care Unit Patients: A Randomised Controlled Trial,RCT,Health Commons,Journal Article
pre-sleep-silent-meditation,Effectiveness and Mechanisms of a Digital Mindfulness-Based Intervention for Subthreshold to Clinical Insomnia Symptoms in Pregnant Women: Randomized Controlled Trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Effects of Induced Mindfulness at Night on Repetitive Negative Thinking: Ecological Momentary Assessment Study,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Effects of Mindfulness Meditation Duration and Type on Well-being: an Online Dose-Ranging Randomized Controlled Trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Effects of mindfulness-based cognitive therapy on older adults with sleep disorders: a systematic review and meta-analysis,MA,Health Commons,Review
pre-sleep-silent-meditation,Effects of mindfulness-based intervention programs on sleep among people with common mental disorders: a systematic review and meta-analysis,MA,Health Commons,Review
pre-sleep-silent-meditation,Effects of mindfulness-based stress reduction on adults with sleep disturbance: an updated systematic review and meta-analysis,MA,Health Commons,Review
pre-sleep-silent-meditation,Effects of mindfulness-based stress reduction on sleep quality and mental health for insomnia patients: A meta-analysis,MA,Health Commons,Review
pre-sleep-silent-meditation,Effects of mindfulness-based therapy for insomnia and a sleep hygiene/exercise programme on subjective-objective sleep discrepancy in older adults with sleep disturbances: exploratory secondary analysis of a randomised clinical trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Effects of Virtual Reality Meditation on Sleep and Delirium in ICU Patients: A Randomized Controlled Trial,RCT,Health Commons,Journal Article
pre-sleep-silent-meditation,Efficacy of mindfulness-based intervention ('mindfulness-based joyful sleep') in young and middle-aged individuals with insomnia using a biomarker of inflammatory responses: a prospective protocol of a randomised controlled trial in China,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Efficacy of online mindfulness for the treatment of insomnia in pregnancy: A randomized clinical trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,"First, do no harm: An intensive experience sampling study of adverse effects to mindfulness training",SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Home practice in Mindfulness-Based Cognitive Therapy and Mindfulness-Based Stress Reduction: A systematic review and meta-analysis of participants' mindfulness practice and its association with outcomes,MA,Health Commons,Review
pre-sleep-silent-meditation,How Mindfulness Changed My Sleep: Focus Groups With Chronic Insomnia Patients,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Hyperarousal and insomnia,REV,Health Commons,Review
pre-sleep-silent-meditation,Hyperarousal in insomnia disorder: Current evidence and potential mechanisms,REV,Health Commons,Review
pre-sleep-silent-meditation,Impact of Mindfulness-Based Stress Reduction on sleep-related parameters in a community sample,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Improving sleep with mindfulness and acceptance: a metacognitive model of insomnia,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Incidence and Predictors of Meditation-Related Unusual Experiences and Adverse Effects in a Representative Sample of Meditators in the United States,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Increased high-frequency NREM EEG power associated with mindfulness-based interventions for chronic insomnia: Preliminary findings from spectral analysis,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,"Measuring sleep: accuracy, sensitivity, and specificity of wrist actigraphy compared to polysomnography",SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Meditation-induced psychosis,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Meditation-induced psychosis: a narrative review and individual patient data analysis,REV,Health Commons,Review
pre-sleep-silent-meditation,Meditation-Induced Psychosis: Trigger and Recurrence,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindful Night-to-Day: a pilot feasibility trial of a mindfulness-based insomnia and symptom management intervention for patients with hematologic cancer,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindfulness meditation and cognitive behavioral therapy for insomnia: a naturalistic 12-month follow-up,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindfulness Meditation and Improvement in Sleep Quality and Daytime Impairment Among Older Adults With Sleep Disturbances: A Randomized Clinical Trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindfulness meditation for insomnia: A meta-analysis of randomized controlled trials,MA,Health Commons,Review
pre-sleep-silent-meditation,Mindfulness-based cognitive therapy to improve sleep quality in older adults with insomnia,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindfulness-Based Interventions for Insomnia: A Meta-Analysis of Randomized Controlled Trials,MA,Health Commons,Review
pre-sleep-silent-meditation,Mindfulness-Based Strategies for Improving Sleep in People with Psychiatric Disorders,REV,Health Commons,Review
pre-sleep-silent-meditation,"Mindfulness-Based Stress Reduction Compared With Cognitive Behavioral Therapy for the Treatment of Insomnia Comorbid With Cancer: A Randomized, Partially Blinded, Noninferiority Trial",SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,"Mindfulness-based stress reduction for chronic insomnia in adults older than 75 years: a randomized, controlled, single-blind clinical trial",SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindfulness-based stress reduction versus pharmacotherapy for chronic primary insomnia: a randomized controlled clinical trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindfulness-based therapy for insomnia alleviates cognitive arousal in treatment-resistant insomnia: a single-arm telemedicine proof-of-concept trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindfulness-based therapy for insomnia for older adults with sleep difficulties: a randomized clinical trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Mindfulness-based therapy for insomnia in Black women: a pilot randomized controlled trial,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Nocturnal cognitive arousal is associated with objective sleep disturbance and indicators of physiologic hyperarousal in good sleepers and individuals with insomnia disorder,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Potential Mechanisms of Mindfulness in Improving Sleep and Distress,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Practice parameters for the use of actigraphy in the assessment of sleep and sleep disorders: an update for 2007,GUIDE,Health Commons,Guideline
pre-sleep-silent-meditation,Pre-sleep Cognitive Arousal Decreases Following a 4-Week Introductory Mindfulness Course,INT,Health Commons,Journal Article
pre-sleep-silent-meditation,Precipitation of acute psychotic episodes by intensive meditation in individuals with a history of schizophrenia,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Prevalence of harm in mindfulness-based stress reduction,SRC,Health Commons,Journal Article
pre-sleep-silent-meditation,Prevalence of meditation-related adverse effects in a population-based sample in the United States,SRC,Health Commons,Journal Article
